Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
230120092,23,WA8398,WALLA WALLA,Common,1190,9.7,10.2,90.8,51.7,66.7,48.1
230120093,23,LWW20-3371,WALLA WALLA,Common,1142,10.2,8.4,92.4,51.9,62.8,50
230120094,23,LWW20-2383,WALLA WALLA,Common,1154,9.5,6.7,90.4,51.5,67.9,47
230120095,23,LWW20-2867,WALLA WALLA,Common,1106,8.9,9.3,93.8,53.8,68.2,44.5
230120096,23,UIL14-211120A,WALLA WALLA,Common,1169,10.4,9,90.8,52,64.9,44.3
230120097,23,UIL17-995133B,WALLA WALLA,Common,1126,8.8,8.4,93.8,52.1,68,49
230120098,23,OLYMPIA,WALLA WALLA,Common,1200,9.8,8.7,91.7,54.2,67.5,44.5
230120100,23,DAGGER_AX,WALLA WALLA,Common,1129,9.6,11.6,99.1,52,68,48
230120101,23,HYDRA_AX,WALLA WALLA,Common,1072,9.4,10.5,95.8,52.8,66.5,44.9
230120102,23,KRAKEN_AX,WALLA WALLA,Common,1086,10.4,9.3,88.6,52.2,67.4,45.1
230120110,23,LWWA19-0287,WALLA WALLA,Common,1220,9.2,12.5,91.3,53.1,69.3,46.1
230120111,23,SCORPION_AX,WALLA WALLA,Common,1174,9.9,13.4,87.1,51.6,65.8,48
230120112,23,REAPER_AX,WALLA WALLA,Common,1112,9.6,12.8,87.7,50.8,66,48.8
230120113,23,LWWA19-0294,WALLA WALLA,Common,1160,9.5,13.4,90.7,52.2,67.2,48.6
230120114,23,STEPHENS,WALLA WALLA,Common,1079,9.7,8.1,83.8,53,67.8,43.8
230120115,23,CRESCENT,DUSTY,Club,1230,9.4,4.7,83,53.5,65.3,47.1
230120122,23,YS93,DUSTY,Common,1080,9,7,84.6,55.4,71.8,41.6
230120125,23,WA8404,DUSTY,Common,1165,10.1,10.8,86.5,53.4,69.6,44.9
230120126,23,WA8405,DUSTY,Common,1196,9.6,9.9,86.1,53,67.8,45.8
230120127,23,ARS09X500CBW,DUSTY,Club,1109,10.1,8.1,81.5,53.3,68,44.7
230120128,23,ARS14X1114RS-3CBW,DUSTY,Club,1197,8.8,7.3,79.2,51.4,64.1,48.3
230120129,23,WA8397,DUSTY,Common,1197,10,10.5,88.5,52.6,68.5,44.4
230120130,23,WA8398,DUSTY,Common,1170,9.8,10.2,86.6,52.8,67.2,44.7
230120131,23,LWW20-3371,DUSTY,Common,1200,9.7,9.3,85,51.2,62.5,46.6
230120132,23,LWW20-2383,DUSTY,Common,1122,9,7.6,87.3,55.7,67.3,43.4
230120133,23,LWW20-2867,DUSTY,Common,1106,9.6,11,87.4,54.6,66.4,39.9
230120134,23,UIL14-211120A,DUSTY,Common,1156,10.7,10.5,85,53.1,68.1,42.7
230120135,23,UIL17-995133B,DUSTY,Common,1144,10,10.2,87.9,56.8,68.7,44.6
230120136,23,OLYMPIA,DUSTY,Common,1159,10.3,11.6,84.2,53.6,68.4,42.1
230120138,23,DAGGER_AX,DUSTY,Common,1148,8.8,10.5,86.7,54.7,68.9,43.6
230120139,23,HYDRA_AX,DUSTY,Common,1076,10.8,11.3,86,54.3,72.4,43.4
230120140,23,KRAKEN_AX,DUSTY,Common,1046,10.1,14.8,92.6,63.8,84.7,36.7
230120148,23,LWWA19-0287,DUSTY,Common,1122,10,15.1,94.3,58,69.9,43.5
230120149,23,SCORPION_AX,DUSTY,Common,1203,10.2,14.8,87.4,56.9,64.6,45.8
230120150,23,REAPER_AX,DUSTY,Common,1119,10.7,15.1,86.6,53.3,66.9,43.5
230120151,23,LWWA19-0294,DUSTY,Common,1161,10.9,16.3,95.2,53.3,67.3,44
230120152,23,STEPHENS,DUSTY,Common,1052,10,9.3,85.5,54.1,70,39.1
230120153,23,CRESCENT,COLTON,Club,1240,8.3,3.8,82.1,51.6,63.3,47.5
230120160,23,YS93,COLTON,Common,1099,9.1,6.4,86,56.5,71.4,43.5
230120163,23,WA8404,COLTON,Common,1134,9.1,8.7,84.7,51.1,65.4,47.8
230120164,23,WA8405,COLTON,Common,1183,9.1,8.7,87.8,51,65.4,47
230120165,23,ARS09X500CBW,COLTON,Club,1180,8.3,5.5,86.4,52.9,65.6,47.8
230120166,23,ARS14X1114RS-3CBW,COLTON,Club,1206,8,5.5,79.9,51.3,65.1,48.5
230120167,23,WA8397,COLTON,Common,1144,8.5,6.4,88.5,56,67.3,46.3
230120168,23,WA8398,COLTON,Common,1210,8.8,7.9,84,53.2,63.8,46.1
230120169,23,LWW20-3371,COLTON,Common,1179,9.4,8.7,82,51,62.9,46.8
230120170,23,LWW20-2383,COLTON,Common,1132,8.9,6.4,87.3,53.8,67.2,43.6
230120171,23,LWW20-2867,COLTON,Common,1126,8.1,8.1,91.1,55.5,68.5,41.8
230120172,23,UIL14-211120A,COLTON,Common,1136,8.6,7.3,88.8,52.9,67.6,42.4
230120173,23,UIL17-995133B,COLTON,Common,1143,7.8,6.4,90,56,70.3,46.1
230120174,23,OLYMPIA,COLTON,Common,1126,8.7,7.9,88.2,54.7,65.5,43
230120176,23,DAGGER_AX,COLTON,Common,1129,8.6,12.2,89.4,55.6,70,45.7
230120177,23,HYDRA_AX,COLTON,Common,1153,8.5,9.3,86,55.7,67.4,44.4
230120178,23,KRAKEN_AX,COLTON,Common,1167,9.6,10.5,83.9,55.2,66.8,44
230120186,23,LWWA19-0287,COLTON,Common,1235,8,10.5,95.6,54,69.2,45
230120187,23,SCORPION_AX,COLTON,Common,1223,9.2,13.4,91.5,54.9,67.2,46.1
230120188,23,REAPER_AX,COLTON,Common,1165,9,13.1,93,53.9,67.4,43.7
230120189,23,LWWA19-0294,COLTON,Common,1177,8.7,13.7,96.5,54.8,67.8,45.4
230120190,23,STEPHENS,COLTON,Common,1157,7.7,6.1,90,54.3,67.7,42.4
230120191,23,CRESCENT,ST JOHN,Club,1229,7.9,3.5,84.2,51.8,63.4,49.7
230120203,23,ARS09X500CBW,ST JOHN,Club,1169,8.7,6.4,88.1,51.6,64.5,47.6
230120204,23,ARS14X1114RS-3CBW,ST JOHN,Club,1230,7.3,5.3,90.2,49.9,63,49.5
230120229,23,CRESCENT,MAYVIEW,Club,1207,9,4.4,90.6,53.3,64.1,46.3
230120241,23,ARS09X500CBW,MAYVIEW,Club,1187,9.1,5.5,90.8,54.9,66.3,48.1
230120242,23,ARS14X1114RS-3CBW,MAYVIEW,Club,1314,8.1,5,93.8,52.5,66.8,49.2
230120267,23,CRESCENT,FARMINGTON,Club,1380,9.8,4.7,91,50.8,64.2,48.7
230120279,23,ARS09X500CBW,FARMINGTON,Club,1327,9.1,7,88.9,51.2,65.4,48.4
230120280,23,ARS14X1114RS-3CBW,FARMINGTON,Club,1333,7.8,6.1,92.7,49.8,64.2,50.5
230130001,23,JD,ENDICOTT,Club,1183,7.4,5,84.4,50.9,63.8,44.6
230130002,23,ROGER,ENDICOTT,Club,1179,7.1,6.1,87.2,51.5,64.5,46.7
230130018,23,JD,WALLA WALLA,Club,1171,9,7,87.5,50.2,61.9,47.1
230130019,23,ROGER,WALLA WALLA,Club,1186,7.8,6.7,87.9,51.8,66.4,48
230130035,23,JD,DAYTON,Club,1232,9.6,7.3,85.3,49.5,58.5,47.9
230130036,23,ROGER,DAYTON,Club,1248,8.4,7.6,86.1,51.3,63.6,49.3
230130052,23,JD,HORSE HEAVEN,Club,1155,9.7,7.3,90.2,53.1,64.1,45.9
230130053,23,ROGER,HORSE HEAVEN,Club,1192,8.8,7.9,89.7,53.3,65.3,46.1
230130069,23,JD,BICKLETON,Club,1202,6.5,3.8,85.7,50.8,66.4,49.6
230130070,23,ROGER,BICKLETON,Club,1227,7.1,4.7,84.2,49.5,66.8,49.6
230180016,23,ORI2200083,NORTH VALLEY,Common,1238,7.4,4.7,95,51.8,66.2,44.9
230180024,23,SHOCK,NORTH VALLEY,Common,1190,7,7.6,95.7,55.1,68.4,46.3
230180032,23,STEPHENS,NORTH VALLEY,Common,1155,7.7,7.6,94.5,54.7,70.4,42.5
230180048,23,ORI2200083,SOUTH VALLEY,Common,1218,6.6,4.7,91.5,51.1,68.1,45.3
230180056,23,SHOCK,SOUTH VALLEY,Common,1194,6.2,6.4,95.2,52.9,70.9,48.9
230180064,23,STEPHENS,SOUTH VALLEY,Common,1141,6.5,5.5,91,53.6,67.8,44.6
230180080,23,ORI2200083,MORO,Common,1186,8.7,7.6,89.1,54.8,68.8,43.8
230180088,23,SHOCK,MORO,Common,1196,9.3,14.5,100.5,55,70.3,45.3
230180096,23,STEPHENS,MORO,Common,1104,9.1,10.2,96.1,56.5,70.3,42.6
230180112,23,ORI2200083,KENT,Common,1237,9.1,7.9,94.4,53.2,70.2,43.4
230180120,23,SHOCK,KENT,Common,1187,9,12.5,100.2,54.2,71.2,47.1
230180128,23,STEPHENS,KENT,Common,1225,10.1,12.2,102.9,55.8,77,42.9
230180144,23,ORI2200083,PENDLETON,Common,1116,10,8.4,82.8,51.3,63.2,41.8
230180152,23,SHOCK,PENDLETON,Common,1131,8.9,10.8,85.5,51.8,64.6,44.9
230180160,23,STEPHENS,PENDLETON,Common,1116,9.5,11,86.3,55.4,68.3,43
230370001,23,WA8345_AX,PULLMAN,Common,1176,8.8,NA,NA,53.4,NA,45.9
230370002,23,NOVA_AX,PULLMAN,Common,1109,8.1,NA,NA,52.4,NA,47.4
230370003,23,WA8349_AX,PULLMAN,Common,1088,9.1,NA,NA,53.3,NA,43.8
230370004,23,WA8420_AX,PULLMAN,Common,1122,8,NA,NA,52.9,NA,48
230370005,23,TANDEM,PULLMAN,Common,1043,7.7,NA,NA,56.5,NA,44.1
230370006,23,DUET,PULLMAN,Common,1180,8.5,NA,NA,54.9,NA,46.3
230370007,23,XERPHA,PULLMAN,Common,1021,8.1,NA,NA,56.6,NA,44.1
230370008,23,KRAKEN_AX,PULLMAN,Common,1072,8.3,NA,NA,54.8,NA,45.2
230370009,23,STEPHENS,PULLMAN,Common,1028,8.6,NA,NA,55.1,NA,43.5
230380001,23,WA8345_AX,WALLA WALLA,Common,1121,9.9,NA,NA,51.3,NA,46.8
230380002,23,NOVA_AX,WALLA WALLA,Common,1267,9.8,NA,NA,52.4,NA,47.3
230380003,23,WA8349_AX,WALLA WALLA,Common,1010,10,NA,NA,53.2,NA,44.1
230380004,23,WA8420_AX,WALLA WALLA,Common,1205,9.5,NA,NA,51.5,NA,47.6
230380005,23,TANDEM,WALLA WALLA,Common,1039,9.2,NA,NA,52.7,NA,45.3
230380006,23,DUET,WALLA WALLA,Common,1182,9.4,NA,NA,54.5,NA,47.1
230380007,23,XERPHA,WALLA WALLA,Common,1160,9.7,NA,NA,54.3,NA,41.4
230380008,23,KRAKEN_AX,WALLA WALLA,Common,1066,10.2,NA,NA,52.4,NA,45.4
230380009,23,STEPHENS,WALLA WALLA,Common,1093,9.9,NA,NA,51.6,NA,43.5
230440001,23,WA8345_AX,PULLMAN,Common,1138,9,NA,NA,55,NA,44.9
230440002,23,NOVA_AX,PULLMAN,Common,1104,8.5,NA,NA,52.9,NA,48.4
230440003,23,WA8349_AX,PULLMAN,Common,1083,8.8,NA,NA,55,NA,43.5
230440004,23,WA8420_AX,PULLMAN,Common,1143,8.1,NA,NA,53.1,NA,48.5
230440005,23,KRAKEN_AX,PULLMAN,Common,1147,9.2,NA,NA,56.1,NA,45.4
230440006,23,STEPHENS,PULLMAN,Common,1066,8.7,NA,NA,56.2,NA,43.3
230560001,23,JASPER,RITZVILLE,Common,1216,12.4,NA,NA,61.9,NA,43.1
230560002,23,DEVOTE,RITZVILLE,Common,1247,11.3,NA,NA,63,NA,44
230560003,23,PIRANHA,RITZVILLE,Common,1219,10,NA,NA,60.7,NA,45
230560004,23,SOCKEYE,RITZVILLE,Common,1189,10.5,NA,NA,59.1,NA,45.7
230560005,23,SHINE,RITZVILLE,Common,1132,11.3,NA,NA,56.5,NA,44
230560006,23,DUET,RITZVILLE,Common,1166,10.8,NA,NA,60.3,NA,43.3
230560007,23,JAMESON,RITZVILLE,Common,1217,11.5,NA,NA,65.4,NA,41.6
230560008,23,HULK,RITZVILLE,Common,1153,12.9,NA,NA,59.9,NA,42.2
230560009,23,WA8345_AX,RITZVILLE,Common,1253,10.6,NA,NA,58.9,NA,43.8
230560010,23,NOVA_AX,RITZVILLE,Common,1231,11.4,NA,NA,61.3,NA,44.4
230560011,23,WINDUST,RITZVILLE,Common,1165,9.7,NA,NA,59.2,NA,45.7
230560012,23,WA8332,RITZVILLE,Common,1203,11.2,NA,NA,59.6,NA,46.5
230560013,23,ROLLIE,RITZVILLE,Common,1178,8.7,NA,NA,59.5,NA,43.8
230560014,23,WA8364,RITZVILLE,Common,1239,12,NA,NA,60.9,NA,44.4
230560015,23,SWW15609-1-1-1-1,RITZVILLE,Common,1157,12.3,NA,NA,63.7,NA,43
230560016,23,SWW15627-1-1-1-1,RITZVILLE,Common,1189,11,NA,NA,60.8,NA,43.7
230560017,23,WA8416,RITZVILLE,Common,1115,9.3,NA,NA,60.9,NA,40.9
230560018,23,WA8417,RITZVILLE,Common,1142,11.2,NA,NA,58.3,NA,42.4
230560019,23,MAS14075-B-B-2-1,RITZVILLE,Common,1182,12.9,NA,NA,59.9,NA,43.9
230560020,23,MAS14075-B-B-2-2,RITZVILLE,Common,1233,11.8,NA,NA,61,NA,45
230560021,23,WA8404,RITZVILLE,Common,1208,11.5,NA,NA,57.9,NA,43.7
230560022,23,WA8397,RITZVILLE,Common,1183,12.8,NA,NA,56.4,NA,42.9
230560023,23,STEPHENS,RITZVILLE,Common,1206,11,NA,NA,59.5,NA,41.2
230560024,23,WA8394,RITZVILLE,Common,1200,10.8,NA,NA,55.5,NA,46.3
230580001,23,JASPER,DAVENPORT,Common,1216,9.3,NA,NA,49.2,NA,48
230580002,23,DEVOTE,DAVENPORT,Common,1234,9.4,NA,NA,52.5,NA,44.2
230580003,23,PIRANHA,DAVENPORT,Common,1191,9,NA,NA,49.7,NA,43.9
230580004,23,SOCKEYE,DAVENPORT,Common,1212,8.7,NA,NA,49.4,NA,45.9
230580005,23,SHINE,DAVENPORT,Common,1174,8.4,NA,NA,51.6,NA,45.4
230580006,23,DUET,DAVENPORT,Common,1175,9.8,NA,NA,49.5,NA,44.5
230580007,23,JAMESON,DAVENPORT,Common,1228,9.5,NA,NA,53.2,NA,45.6
230580008,23,HULK,DAVENPORT,Common,1176,9.9,NA,NA,53.4,NA,43.9
230580009,23,WA8345_AX,DAVENPORT,Common,1258,9.7,NA,NA,53,NA,44.6
230580010,23,NOVA_AX,DAVENPORT,Common,1214,9.6,NA,NA,52.3,NA,45.9
230580011,23,WINDUST,DAVENPORT,Common,1223,9.4,NA,NA,48.9,NA,47.1
230580012,23,WA8332,DAVENPORT,Common,1158,9.6,NA,NA,50.8,NA,47.2
230580013,23,ROLLIE,DAVENPORT,Common,1195,8.8,NA,NA,53.2,NA,43.7
230580014,23,WA8364,DAVENPORT,Common,1216,10.1,NA,NA,50.7,NA,48.4
230580015,23,SWW15609-1-1-1-1,DAVENPORT,Common,1226,9.4,NA,NA,48.2,NA,47.2
230580016,23,SWW15627-1-1-1-1,DAVENPORT,Common,1177,9.1,NA,NA,50.1,NA,47.2
230580017,23,WA8416,DAVENPORT,Common,1175,8.3,NA,NA,55.2,NA,44.1
230580018,23,WA8417,DAVENPORT,Common,1157,9.8,NA,NA,53.3,NA,44.8
230580019,23,MAS14075-B-B-2-1,DAVENPORT,Common,1218,8,NA,NA,48.5,NA,49.7
230580020,23,MAS14075-B-B-2-2,DAVENPORT,Common,1228,8.5,NA,NA,48.7,NA,49.4
230580021,23,WA8404,DAVENPORT,Common,1183,9.4,NA,NA,50.3,NA,45.8
230580022,23,WA8397,DAVENPORT,Common,1185,9.2,NA,NA,49.3,NA,47.1
230580023,23,STEPHENS,DAVENPORT,Common,1175,9,NA,NA,52.2,NA,41.4
230580024,23,WA8394,DAVENPORT,Common,1147,10.9,NA,NA,51.5,NA,46.7
230610001,23,JASPER,PULLMAN,Common,1226,8.9,NA,NA,52.1,NA,48.3
230610002,23,DEVOTE,PULLMAN,Common,1239,8.6,NA,NA,54.6,NA,45.6
230610003,23,PIRANHA,PULLMAN,Common,1220,8.2,NA,NA,53.5,NA,44.6
230610004,23,SOCKEYE,PULLMAN,Common,1199,8.5,NA,NA,54,NA,46.9
230610005,23,SHINE,PULLMAN,Common,1183,8.3,NA,NA,53.4,NA,46.6
230610006,23,DUET,PULLMAN,Common,1153,9,NA,NA,55.2,NA,45.8
230610007,23,JAMESON,PULLMAN,Common,1202,8.3,NA,NA,55.9,NA,44.1
230610008,23,HULK,PULLMAN,Common,1101,9,NA,NA,56.9,NA,43.4
230610009,23,WA8345_AX,PULLMAN,Common,1198,8.8,NA,NA,55.1,NA,44.2
230610010,23,NOVA_AX,PULLMAN,Common,1211,8.8,NA,NA,56.3,NA,45.7
230610011,23,WINDUST,PULLMAN,Common,1198,8.8,NA,NA,54.4,NA,47.2
230610012,23,WA8332,PULLMAN,Common,1234,8.3,NA,NA,53.1,NA,48.6
230610013,23,ROLLIE,PULLMAN,Common,1173,7.9,NA,NA,58.1,NA,44.5
230610014,23,WA8364,PULLMAN,Common,1251,8.8,NA,NA,54.8,NA,48.7
230610015,23,SWW15609-1-1-1-1,PULLMAN,Common,1235,8.7,NA,NA,53.7,NA,48
230610016,23,SWW15627-1-1-1-1,PULLMAN,Common,1212,8,NA,NA,55.4,NA,44.6
230610017,23,WA8416,PULLMAN,Common,1200,7.9,NA,NA,59.5,NA,42.5
230610018,23,WA8417,PULLMAN,Common,1145,9.2,NA,NA,57.6,NA,44
230610019,23,MAS14075-B-B-2-1,PULLMAN,Common,1278,8.4,NA,NA,52.9,NA,49.4
230610020,23,MAS14075-B-B-2-2,PULLMAN,Common,1244,8.5,NA,NA,52.7,NA,49.2
230610021,23,WA8404,PULLMAN,Common,1248,8.7,NA,NA,53.6,NA,48
230610022,23,WA8397,PULLMAN,Common,1191,8.4,NA,NA,52,NA,47.7
230610023,23,STEPHENS,PULLMAN,Common,1131,8.8,NA,NA,55.7,NA,42.5
230610024,23,WA8394,PULLMAN,Common,1204,10.7,NA,NA,53.6,NA,46.5
230660001,23,SWW15504-1-14-1-1,LIND,Common,1160,10.3,NA,NA,53.3,NA,47.2
230660002,23,SWW15511-1-40-1-1,LIND,Common,1174,10.3,NA,NA,53.2,NA,47.4
230660003,23,WA8421,LIND,Common,1174,10.3,NA,NA,53.3,NA,47.7
230660004,23,SWW16424-1-13-1-1,LIND,Common,1150,11.9,NA,NA,51.5,NA,48.5
230660005,23,SWW16454-1-7-1-1,LIND,Common,1181,12.1,NA,NA,53.8,NA,44.1
230660006,23,PIRANHA,LIND,Common,1085,11.1,NA,NA,51.3,NA,44
230660007,23,MELA,LIND,Common,1147,11.5,NA,NA,55,NA,41.1
230660008,23,SOCKEYE,LIND,Common,1148,10.2,NA,NA,50.7,NA,46.7
230660009,23,DUET,LIND,Common,1122,11.8,NA,NA,54.5,NA,43.8
230660010,23,STEPHENS,LIND,Common,1085,12.8,NA,NA,56.4,NA,43.3
230660011,23,SWW15504-1-14-1-1,LIND,Common,1210,10.3,NA,NA,52,NA,47.4
230660012,23,SWW15511-1-40-1-1,LIND,Common,1212,10.2,NA,NA,52.1,NA,47.3
230660013,23,WA8421,LIND,Common,1184,10.3,NA,NA,52.3,NA,47.7
230660014,23,SWW16424-1-13-1-1,LIND,Common,1188,12.3,NA,NA,52,NA,48.2
230660015,23,SWW16454-1-7-1-1,LIND,Common,1162,11.9,NA,NA,53.4,NA,44
230660016,23,PIRANHA,LIND,Common,1200,11.3,NA,NA,52,NA,44
230660017,23,MELA,LIND,Common,1152,11.8,NA,NA,56.3,NA,40.4
230660018,23,SOCKEYE,LIND,Common,1175,11.1,NA,NA,52.4,NA,46.6
230660019,23,DUET,LIND,Common,1112,11.9,NA,NA,53.8,NA,43.9
230660020,23,STEPHENS,LIND,Common,1088,12.8,NA,NA,54.8,NA,43.3
230680001,23,SWW15504-1-14-1-1,PULLMAN,Common,1144,8.9,NA,NA,55.6,NA,40.3
230680002,23,SWW15511-1-40-1-1,PULLMAN,Common,1110,9,NA,NA,53.7,NA,41.2
230680003,23,WA8421,PULLMAN,Common,1168,8.5,NA,NA,55.8,NA,40.9
230680004,23,SWW16424-1-13-1-1,PULLMAN,Common,1187,9.8,NA,NA,50.4,NA,48.6
230680005,23,SWW16454-1-7-1-1,PULLMAN,Common,1168,9.5,NA,NA,52,NA,44.2
230680006,23,PIRANHA,PULLMAN,Common,1173,9,NA,NA,51.1,NA,44.1
230680007,23,MELA,PULLMAN,Common,1160,9.8,NA,NA,53.2,NA,41.6
230680008,23,SOCKEYE,PULLMAN,Common,1187,8.9,NA,NA,50.9,NA,46.6
230680009,23,DUET,PULLMAN,Common,1151,8.6,NA,NA,53.5,NA,44.4
230680010,23,STEPHENS,PULLMAN,Common,1139,8.2,NA,NA,54.9,NA,43.8
230680011,23,SWW15504-1-14-1-1,PULLMAN,Common,1167,8.8,NA,NA,55.1,NA,42.7
230680012,23,SWW15511-1-40-1-1,PULLMAN,Common,1156,8.8,NA,NA,53.2,NA,42.2
230680013,23,WA8421,PULLMAN,Common,1174,8.6,NA,NA,55.9,NA,41.3
230680014,23,SWW16424-1-13-1-1,PULLMAN,Common,1174,9.6,NA,NA,50.9,NA,48.5
230680015,23,SWW16454-1-7-1-1,PULLMAN,Common,1207,9.8,NA,NA,52.8,NA,44.3
230680016,23,PIRANHA,PULLMAN,Common,1187,9.6,NA,NA,51.8,NA,44.5
230680017,23,MELA,PULLMAN,Common,1157,9.9,NA,NA,54.6,NA,42.2
230680018,23,SOCKEYE,PULLMAN,Common,1197,9.4,NA,NA,52,NA,46
230680019,23,DUET,PULLMAN,Common,1150,8.9,NA,NA,54,NA,44
230680020,23,STEPHENS,PULLMAN,Common,1166,8.4,NA,NA,54.7,NA,43.5
230710001,23,TANDEM,DAVENPORT,Common,1097,8.7,NA,NA,56.2,NA,40
230710002,23,ASSURE,DAVENPORT,Common,1170,8.6,NA,NA,54.4,NA,42.4
230710003,23,DAYTON,DAVENPORT,Common,1171,8.9,NA,NA,54.6,NA,43.1
230710004,23,JASPER,DAVENPORT,Common,1160,9,NA,NA,51.5,NA,47.2
230710005,23,SHINE,DAVENPORT,Common,1177,8,NA,NA,52.9,NA,45.5
230710006,23,INSPIRE,DAVENPORT,Common,1135,8.7,NA,NA,56.6,NA,40.4
230710007,23,PIRANHA,DAVENPORT,Common,1188,8.5,NA,NA,52.7,NA,43.3
230710008,23,SOCKEYE,DAVENPORT,Common,1219,7.6,NA,NA,52.4,NA,45.4
230710009,23,RYDRYCH,DAVENPORT,Common,1118,9.7,NA,NA,53.9,NA,43.6
230710010,23,WA8345_AX,DAVENPORT,Common,1096,7.9,NA,NA,53.2,NA,45.2
230710011,23,NOVA_AX,DAVENPORT,Common,1037,8.6,NA,NA,54,NA,45.1
230710012,23,WA8418,DAVENPORT,Common,1204,9.8,NA,NA,51.4,NA,46.6
230710013,23,WA8405,DAVENPORT,Common,1207,8.3,NA,NA,51.4,NA,47.8
230710014,23,WA8404,DAVENPORT,Common,1236,8.4,NA,NA,52.1,NA,47.9
230710015,23,WA8398,DAVENPORT,Common,1182,9.4,NA,NA,52.4,NA,46.9
230710016,23,WA8397,DAVENPORT,Common,1225,9.3,NA,NA,53.3,NA,47.3
230710017,23,WA8426,DAVENPORT,Common,1201,8.7,NA,NA,52.4,NA,49.1
230710018,23,WA8419,DAVENPORT,Common,1199,8.9,NA,NA,53.2,NA,49
230710019,23,SWW15298-1-1-1-3,DAVENPORT,Common,1207,8.7,NA,NA,52.4,NA,49.4
230710020,23,SWW15453-1-1-1-4,DAVENPORT,Common,1145,8.9,NA,NA,56.3,NA,43.8
230710021,23,SWW15312-1-S-35-1-1,DAVENPORT,Common,1064,9,NA,NA,54,NA,43.4
230710022,23,SWW15312-1-S-86-1-1,DAVENPORT,Common,1108,9.3,NA,NA,54.3,NA,45.3
230710023,23,SWW15403-1-S-18-1-1,DAVENPORT,Common,1142,8.7,NA,NA,54.7,NA,46.1
230710024,23,STEPHENS,DAVENPORT,Common,1125,8.7,NA,NA,54.9,NA,41.5
230720001,23,TANDEM,PRESCOTT,Common,1118,9.8,NA,NA,54.6,NA,43.8
230720002,23,ASSURE,PRESCOTT,Common,1138,10.2,NA,NA,51.9,NA,44.5
230720003,23,DAYTON,PRESCOTT,Common,1155,10.1,NA,NA,53.4,NA,42.8
230720004,23,JASPER,PRESCOTT,Common,1220,9.9,NA,NA,50.4,NA,47
230720005,23,SHINE,PRESCOTT,Common,1101,10,NA,NA,52.3,NA,46.5
230720006,23,INSPIRE,PRESCOTT,Common,1163,10.2,NA,NA,55,NA,40.8
230720007,23,PIRANHA,PRESCOTT,Common,1207,9.8,NA,NA,49.7,NA,44.6
230720008,23,SOCKEYE,PRESCOTT,Common,1199,9.4,NA,NA,51.1,NA,47
230720009,23,RYDRYCH,PRESCOTT,Common,1155,10.4,NA,NA,54.5,NA,44.5
230720010,23,WA8345_AX,PRESCOTT,Common,1180,11.9,NA,NA,53.7,NA,44.4
230720011,23,NOVA_AX,PRESCOTT,Common,1196,9.9,NA,NA,52.5,NA,45.8
230720012,23,WA8418,PRESCOTT,Common,1167,10.5,NA,NA,51.4,NA,48.3
230720013,23,WA8405,PRESCOTT,Common,1206,10.3,NA,NA,51.3,NA,45.4
230720014,23,WA8404,PRESCOTT,Common,1193,10,NA,NA,50.2,NA,46.1
230720015,23,WA8398,PRESCOTT,Common,1197,10.3,NA,NA,51.4,NA,45.9
230720016,23,WA8397,PRESCOTT,Common,1162,9.4,NA,NA,50.3,NA,46.5
230720017,23,WA8426,PRESCOTT,Common,1136,10.5,NA,NA,52.7,NA,49.2
230720018,23,WA8419,PRESCOTT,Common,1186,9.7,NA,NA,50.8,NA,49.4
230720019,23,SWW15298-1-1-1-3,PRESCOTT,Common,1140,10,NA,NA,52.5,NA,49.3
230720020,23,SWW15453-1-1-1-4,PRESCOTT,Common,1094,10.1,NA,NA,53.8,NA,43.9
230720021,23,SWW15312-1-S-35-1-1,PRESCOTT,Common,971,10.3,NA,NA,54.5,NA,44.9
230720022,23,SWW15312-1-S-86-1-1,PRESCOTT,Common,1089,10.5,NA,NA,53.6,NA,43.6
230720023,23,SWW15403-1-S-18-1-1,PRESCOTT,Common,1019,9.3,NA,NA,53.6,NA,45.9
230720024,23,STEPHENS,PRESCOTT,Common,1094,10.3,NA,NA,52.7,NA,41
230730001,23,TANDEM,PULLMAN,Common,1154,8.5,NA,NA,59.4,NA,42.3
230730002,23,ASSURE,PULLMAN,Common,1096,8.8,NA,NA,54.8,NA,42.6
230730003,23,DAYTON,PULLMAN,Common,1156,7.9,NA,NA,54.8,NA,42.3
230730004,23,JASPER,PULLMAN,Common,1223,8,NA,NA,51.7,NA,48.1
230730005,23,SHINE,PULLMAN,Common,1139,8.2,NA,NA,53.4,NA,45.6
230730006,23,INSPIRE,PULLMAN,Common,1201,9.1,NA,NA,58.8,NA,42.5
230730007,23,PIRANHA,PULLMAN,Common,1169,8,NA,NA,56.4,NA,43.9
230730008,23,SOCKEYE,PULLMAN,Common,1220,8.4,NA,NA,53.5,NA,47.1
230730009,23,RYDRYCH,PULLMAN,Common,1208,9.8,NA,NA,55.1,NA,45.3
230730010,23,WA8345_AX,PULLMAN,Common,1174,8.2,NA,NA,54.5,NA,44.5
230730011,23,NOVA_AX,PULLMAN,Common,1244,8.5,NA,NA,54.7,NA,45.9
230730012,23,WA8418,PULLMAN,Common,1207,9.8,NA,NA,53.4,NA,46.9
230730013,23,WA8405,PULLMAN,Common,1224,8.7,NA,NA,54.8,NA,48.2
