Bcode,YEAR,VAR,LOCATION,CLASS,CAVOL,FPROT,FSDS,FSR_S,FSR_W,FSR_C,BKFYELD
210130089,21,ROGER,MAYVIEW,Club,1187,9.4,8.1,81,49.9,63.3,48.6
210130099,21,JD,BICKLETON,Club,1080,10.2,7.3,80.7,49.3,61.5,47.4
210130105,21,ROGER,BICKLETON,Club,1184,9,7.9,80.2,49.7,64.6,49.7
210810001,21,XERPHA,DAVENPORT,Common,1095,11.4,NA,NA,49,NA,43.5
210810002,21,BRUEHL,DAVENPORT,Club,1315,12.3,NA,NA,45.2,NA,44.3
210810003,21,OTTO,DAVENPORT,Common,1253,11.7,NA,NA,47.4,NA,44.8
210810004,21,DUET,DAVENPORT,Common,1272,10.1,NA,NA,46.9,NA,45.4
210810005,21,JASPER,DAVENPORT,Common,1282,10.9,NA,NA,44.8,NA,48.2
210810006,21,DEVOTE,DAVENPORT,Common,1260,10.9,NA,NA,47.8,NA,45.4
210810007,21,PIRANHA,DAVENPORT,Common,1255,10.6,NA,NA,45.8,NA,44.6
210810008,21,SOCKEYE,DAVENPORT,Common,1270,10.8,NA,NA,47.1,NA,45.1
210810009,21,INSPIRE,DAVENPORT,Common,1265,9.1,NA,NA,45.4,NA,49
210810010,21,WA8331,DAVENPORT,Common,1140,10.2,NA,NA,47.4,NA,46.1
210810011,21,WA8332,DAVENPORT,Common,1190,11.3,NA,NA,47,NA,45.4
210810012,21,WA8334,DAVENPORT,Common,1265,9.1,NA,NA,45.9,NA,48.6
210810013,21,WA8319,DAVENPORT,Common,820,10.8,NA,NA,65.2,NA,34.6
210810014,21,WA8365,DAVENPORT,Common,1155,10.1,NA,NA,49,NA,45.8
210810015,21,WA8363,DAVENPORT,Common,1145,11.2,NA,NA,47,NA,46.3
210810016,21,SWW14112-DH-59,DAVENPORT,Common,1295,10.6,NA,NA,47.4,NA,46.6
210810017,21,WA8364,DAVENPORT,Common,1310,10.9,NA,NA,47.4,NA,49.5
210810018,21,SWW14076-DH-26,DAVENPORT,Common,1245,11.1,NA,NA,49.3,NA,45.8
210810019,21,SWW14086-DH-166,DAVENPORT,Common,1280,10.8,NA,NA,47.6,NA,46.9
210810020,21,SWW14124-DH-13,DAVENPORT,Common,1275,11.3,NA,NA,48.4,NA,45.3
210810021,21,SWW14131-DH-22,DAVENPORT,Common,1130,11.9,NA,NA,49.7,NA,40.8
210810022,21,SWW13664-B-1-B-1,DAVENPORT,Common,1225,11.3,NA,NA,49.1,NA,44.3
210810023,21,SWW13677-B-B-B-1,DAVENPORT,Common,1250,10,NA,NA,47.1,NA,45.1
210810024,21,SWW13599-B--S-53-1-1-1,DAVENPORT,Common,1150,10.8,NA,NA,46.8,NA,47
210810025,21,STEPHENS,DAVENPORT,Common,1100,11.7,NA,NA,50.2,NA,42.9
210820001,21,XERPHA,KAHLOTUS,Common,1120,10.9,NA,NA,62.6,NA,38.6
210820002,21,BRUEHL,KAHLOTUS,Club,1210,13.3,NA,NA,59.9,NA,40.1
210820003,21,OTTO,KAHLOTUS,Common,1235,13.1,NA,NA,61.8,NA,43.2
210820004,21,DUET,KAHLOTUS,Common,1215,11.6,NA,NA,63.4,NA,43.3
210820005,21,JASPER,KAHLOTUS,Common,1230,11.6,NA,NA,55.4,NA,42.7
210820006,21,DEVOTE,KAHLOTUS,Common,1265,11.9,NA,NA,61.2,NA,42.1
210820007,21,PIRANHA,KAHLOTUS,Common,1220,11.5,NA,NA,60.5,NA,42.2
210820008,21,SOCKEYE,KAHLOTUS,Common,1195,11.2,NA,NA,60.4,NA,43.7
210820009,21,INSPIRE,KAHLOTUS,Common,1315,8.9,NA,NA,56.9,NA,49.5
210820010,21,WA8331,KAHLOTUS,Common,1100,11.7,NA,NA,65.1,NA,41.4
210820011,21,WA8332,KAHLOTUS,Common,1180,12.3,NA,NA,61.3,NA,44.9
210820012,21,WA8334,KAHLOTUS,Common,1315,9.1,NA,NA,56.8,NA,48.8
210820013,21,WA8319,KAHLOTUS,Common,840,12,NA,NA,73.1,NA,35.4
210820014,21,WA8365,KAHLOTUS,Common,1175,10.7,NA,NA,57.7,NA,41.4
210820015,21,WA8363,KAHLOTUS,Common,1220,12.2,NA,NA,66,NA,39.2
210820016,21,SWW14112-DH-59,KAHLOTUS,Common,1225,12.4,NA,NA,61.1,NA,43
210820017,21,WA8364,KAHLOTUS,Common,1210,11.6,NA,NA,66.4,NA,45.3
210820018,21,SWW14076-DH-26,KAHLOTUS,Common,1160,11.4,NA,NA,60.8,NA,45.3
210820019,21,SWW14086-DH-166,KAHLOTUS,Common,1220,11.8,NA,NA,65.8,NA,42.4
210820020,21,SWW14124-DH-13,KAHLOTUS,Common,1170,11.7,NA,NA,66.5,NA,41.1
210820021,21,SWW14131-DH-22,KAHLOTUS,Common,1145,12.1,NA,NA,68,NA,38.4
210820022,21,SWW13664-B-1-B-1,KAHLOTUS,Common,1180,12.4,NA,NA,64.6,NA,43.3
210820023,21,SWW13677-B-B-B-1,KAHLOTUS,Common,1210,12,NA,NA,60.4,NA,42.1
210820024,21,SWW13599-B--S-53-1-1-1,KAHLOTUS,Common,1145,12,NA,NA,63.6,NA,41.8
210820025,21,STEPHENS,KAHLOTUS,Common,1135,12.9,NA,NA,58.7,NA,38.4
210830001,21,XERPHA,LIND,Common,1155,11,NA,NA,57.4,NA,40.7
210830002,21,BRUEHL,LIND,Club,1205,11.1,NA,NA,52,NA,42.7
210830003,21,OTTO,LIND,Common,1225,11.7,NA,NA,55.3,NA,44.7
210830004,21,DUET,LIND,Common,1225,10.9,NA,NA,54.5,NA,43.5
210830005,21,JASPER,LIND,Common,1250,11.7,NA,NA,53.4,NA,44.4
210830006,21,DEVOTE,LIND,Common,1260,10.8,NA,NA,54.5,NA,44.1
210830007,21,PIRANHA,LIND,Common,1210,10.3,NA,NA,53.4,NA,43.9
210830008,21,SOCKEYE,LIND,Common,1280,11.1,NA,NA,51.6,NA,43.7
210830009,21,INSPIRE,LIND,Common,1310,8.6,NA,NA,48.7,NA,46.4
210830010,21,WA8331,LIND,Common,1165,11.4,NA,NA,56.2,NA,45.6
210830011,21,WA8332,LIND,Common,1255,11.8,NA,NA,54.2,NA,44.1
210830012,21,WA8334,LIND,Common,1300,8.6,NA,NA,50.4,NA,48.8
210830013,21,WA8319,LIND,Common,810,12.9,NA,NA,72.8,NA,34.7
210830014,21,WA8365,LIND,Common,1180,10.7,NA,NA,56.3,NA,42.1
210830015,21,WA8363,LIND,Common,1185,11.4,NA,NA,55.8,NA,42.6
210830016,21,SWW14112-DH-59,LIND,Common,1265,11.4,NA,NA,55.6,NA,44.1
210830017,21,WA8364,LIND,Common,1260,11.2,NA,NA,54.5,NA,46.7
210830018,21,SWW14076-DH-26,LIND,Common,1240,10.5,NA,NA,54.8,NA,44.1
210830019,21,SWW14086-DH-166,LIND,Common,1235,11.2,NA,NA,58,NA,44.1
210830020,21,SWW14124-DH-13,LIND,Common,1240,11.4,NA,NA,58,NA,42.2
210830021,21,SWW14131-DH-22,LIND,Common,1180,11.9,NA,NA,60,NA,40.8
210830022,21,SWW13664-B-1-B-1,LIND,Common,1250,11.9,NA,NA,56.8,NA,42.4
210830023,21,SWW13677-B-B-B-1,LIND,Common,1175,11.5,NA,NA,54.6,NA,42.5
210830024,21,SWW13599-B--S-53-1-1-1,LIND,Common,1180,10.8,NA,NA,53.1,NA,44
210830025,21,STEPHENS,LIND,Common,1200,12,NA,NA,55,NA,40.8
210840001,21,XERPHA,PULLMAN,Common,1205,9.3,NA,NA,47.4,NA,47.2
210840002,21,BRUEHL,PULLMAN,Club,1260,9.3,NA,NA,44.8,NA,47.2
210840003,21,OTTO,PULLMAN,Common,1275,9.5,NA,NA,46.4,NA,47.7
210840004,21,DUET,PULLMAN,Common,1255,8.7,NA,NA,46.7,NA,47.3
210840005,21,JASPER,PULLMAN,Common,1330,9.2,NA,NA,44.9,NA,51.7
210840006,21,DEVOTE,PULLMAN,Common,1325,8.8,NA,NA,46.9,NA,47.9
210840007,21,PIRANHA,PULLMAN,Common,1275,8.7,NA,NA,46.2,NA,48.2
210840008,21,SOCKEYE,PULLMAN,Common,1320,8.6,NA,NA,46,NA,50.3
210840009,21,INSPIRE,PULLMAN,Common,1290,8.7,NA,NA,46.1,NA,48.1
210840010,21,WA8331,PULLMAN,Common,1230,8.6,NA,NA,46.5,NA,50.1
210840011,21,WA8332,PULLMAN,Common,1285,10.4,NA,NA,45.5,NA,49.5
210840012,21,WA8334,PULLMAN,Common,1325,8.8,NA,NA,46.3,NA,47.9
210840013,21,WA8319,PULLMAN,Common,850,8.9,NA,NA,61.9,NA,42.8
210840014,21,WA8365,PULLMAN,Common,1170,8.2,NA,NA,49.1,NA,48.2
210840015,21,WA8363,PULLMAN,Common,1230,9.3,NA,NA,47.5,NA,48.7
210840016,21,SWW14112-DH-59,PULLMAN,Common,1350,7.9,NA,NA,46.8,NA,52
210840017,21,WA8364,PULLMAN,Common,1315,8.7,NA,NA,48.2,NA,52.5
210840018,21,SWW14076-DH-26,PULLMAN,Common,1270,8.5,NA,NA,47.9,NA,50.7
210840019,21,SWW14086-DH-166,PULLMAN,Common,1360,8.3,NA,NA,50.2,NA,50.6
210840020,21,SWW14124-DH-13,PULLMAN,Common,1310,9.1,NA,NA,47.6,NA,47.9
210840021,21,SWW14131-DH-22,PULLMAN,Common,1260,9.6,NA,NA,47.2,NA,45.6
210840022,21,SWW13664-B-1-B-1,PULLMAN,Common,1240,9.9,NA,NA,48,NA,51.1
210840023,21,SWW13677-B-B-B-1,PULLMAN,Common,1315,9.3,NA,NA,45.6,NA,48.1
210840024,21,SWW13599-B--S-53-1-1-1,PULLMAN,Common,1145,9.1,NA,NA,47.1,NA,48.4
210840025,21,STEPHENS,PULLMAN,Common,1150,10.3,NA,NA,52.3,NA,41.3
210850001,21,XERPHA,RITZVILLE,Common,1110,10.4,NA,NA,52.8,NA,39.2
210850002,21,BRUEHL,RITZVILLE,Club,1215,9.1,NA,NA,47.5,NA,43.6
210850003,21,OTTO,RITZVILLE,Common,1225,11.1,NA,NA,49.3,NA,45.2
210850004,21,DUET,RITZVILLE,Common,1260,8.4,NA,NA,50.2,NA,47.1
210850005,21,JASPER,RITZVILLE,Common,1265,9.1,NA,NA,49,NA,47.9
210850006,21,DEVOTE,RITZVILLE,Common,1290,8.7,NA,NA,49.9,NA,44.8
210850007,21,PIRANHA,RITZVILLE,Common,1220,9.8,NA,NA,50.3,NA,45.2
210850008,21,SOCKEYE,RITZVILLE,Common,1265,10.1,NA,NA,49.6,NA,46.1
210850009,21,INSPIRE,RITZVILLE,Common,1285,8.7,NA,NA,47,NA,48.9
210850010,21,WA8331,RITZVILLE,Common,1130,10.3,NA,NA,50.4,NA,44.9
210850011,21,WA8332,RITZVILLE,Common,1210,9.4,NA,NA,48.4,NA,46.5
210850012,21,WA8334,RITZVILLE,Common,1305,8.8,NA,NA,47,NA,48
210850013,21,WA8319,RITZVILLE,Common,795,10.4,NA,NA,62.2,NA,37.8
210850014,21,WA8365,RITZVILLE,Common,1160,9.3,NA,NA,52,NA,45.5
210850015,21,WA8363,RITZVILLE,Common,1155,9.9,NA,NA,52.5,NA,44.2
210850016,21,SWW14112-DH-59,RITZVILLE,Common,1215,9.9,NA,NA,49.5,NA,47.7
210850017,21,WA8364,RITZVILLE,Common,1305,9.3,NA,NA,51.8,NA,47.2
210850018,21,SWW14076-DH-26,RITZVILLE,Common,1175,9.3,NA,NA,53.1,NA,45.1
210850019,21,SWW14086-DH-166,RITZVILLE,Common,1280,9.2,NA,NA,52.1,NA,44.9
210850020,21,SWW14124-DH-13,RITZVILLE,Common,1185,11.4,NA,NA,52.6,NA,44.6
210850021,21,SWW14131-DH-22,RITZVILLE,Common,1200,11.6,NA,NA,55.1,NA,40.9
210850022,21,SWW13664-B-1-B-1,RITZVILLE,Common,1275,8.7,NA,NA,49.3,NA,45
210850023,21,SWW13677-B-B-B-1,RITZVILLE,Common,1230,10.4,NA,NA,48.5,NA,44.3
210850024,21,SWW13599-B--S-53-1-1-1,RITZVILLE,Common,1190,8.8,NA,NA,50.6,NA,45.1
210850025,21,STEPHENS,RITZVILLE,Common,1185,10.3,NA,NA,52.6,NA,40.5
210860001,21,SWW15094-DH-48,DAVENPORT,Common,1040,10.8,NA,NA,53.1,NA,50
210860002,21,SWW15563-DH-38,DAVENPORT,Common,1214,10.7,NA,NA,54.6,NA,50.6
210860003,21,SWW15563-DH-54,DAVENPORT,Common,1049,12,NA,NA,54.5,NA,45.8
210860004,21,SWW15563-DH-67,DAVENPORT,Common,1054,11.2,NA,NA,51.1,NA,50.8
210860005,21,SWW15563-DH-95,DAVENPORT,Common,1072,11.3,NA,NA,51.7,NA,51
210860006,21,SWW15563-DH-98,DAVENPORT,Common,1116,10.8,NA,NA,53.7,NA,48.6
210860007,21,SWW15563-DH-111,DAVENPORT,Common,1045,11.2,NA,NA,55.1,NA,47.8
210860008,21,SWW15583-DH-30,DAVENPORT,Common,1045,10,NA,NA,52.8,NA,51.2
210860009,21,SWW15584-DH-8,DAVENPORT,Common,1123,13.1,NA,NA,63.4,NA,42.7
210860010,21,SWW15622-DH-9,DAVENPORT,Common,1194,10.7,NA,NA,52.1,NA,49.2
210860011,21,SWW15758-DH-11,DAVENPORT,Common,1182,11.2,NA,NA,53.6,NA,46.9
210860012,21,SWW14091-B-1-1-1,DAVENPORT,Common,1286,10.4,NA,NA,53.2,NA,46.6
210860013,21,HRW13190-1-S-37-1-1,DAVENPORT,Common,1260,9.6,NA,NA,54.6,NA,47.6
210860014,21,XERPHA,DAVENPORT,Common,1167,10.4,NA,NA,56.3,NA,44.3
210860015,21,OTTO,DAVENPORT,Common,1228,11.4,NA,NA,56.1,NA,46
210860016,21,BRUEHL,DAVENPORT,Club,1228,11.6,NA,NA,55,NA,45.8
210860017,21,JASPER,DAVENPORT,Common,1224,10.7,NA,NA,50.3,NA,49.6
210860018,21,PUMA,DAVENPORT,Common,1118,11.6,NA,NA,54.2,NA,44.8
210860019,21,DUET,DAVENPORT,Common,1163,10.7,NA,NA,53.9,NA,46.8
210860020,21,STEPHENS,DAVENPORT,Common,1056,11.5,NA,NA,54.7,NA,43.5
210870001,21,SWW15094-DH-48,LIND,Common,1118,11.6,NA,NA,52.5,NA,46.5
210870002,21,SWW15563-DH-38,LIND,Common,1129,11.3,NA,NA,50.6,NA,46.3
210870003,21,SWW15563-DH-54,LIND,Common,1138,12.6,NA,NA,52.8,NA,40.8
210870004,21,SWW15563-DH-67,LIND,Common,1169,11.8,NA,NA,49.2,NA,48.6
210870005,21,SWW15563-DH-95,LIND,Common,1107,10.9,NA,NA,49.3,NA,49.2
210870006,21,SWW15563-DH-98,LIND,Common,1171,12.3,NA,NA,53.9,NA,45.1
210870007,21,SWW15563-DH-111,LIND,Common,1038,11.2,NA,NA,52,NA,46.6
210870008,21,SWW15583-DH-30,LIND,Common,1079,11.3,NA,NA,51,NA,47.8
210870009,21,SWW15584-DH-8,LIND,Common,1169,11.5,NA,NA,53.3,NA,42.5
210870010,21,SWW15622-DH-9,LIND,Common,1218,10.6,NA,NA,50.2,NA,46.5
210870011,21,SWW15758-DH-11,LIND,Common,1163,12,NA,NA,54.7,NA,43.5
210870012,21,SWW14091-B-1-1-1,LIND,Common,1238,11.7,NA,NA,51.6,NA,45.1
210870013,21,HRW13190-1-S-37-1-1,LIND,Common,1149,11.4,NA,NA,52,NA,46.4
210870014,21,XERPHA,LIND,Common,1104,11.4,NA,NA,53.6,NA,43.5
210870015,21,OTTO,LIND,Common,1140,11.8,NA,NA,51.2,NA,46.6
210870016,21,BRUEHL,LIND,Club,1203,12,NA,NA,50.5,NA,43.7
210870017,21,JASPER,LIND,Common,1191,12.2,NA,NA,50.7,NA,46.2
210870018,21,PUMA,LIND,Common,1088,12.2,NA,NA,51.2,NA,43.7
210870019,21,DUET,LIND,Common,1141,11.3,NA,NA,52.8,NA,44.1
210870020,21,STEPHENS,LIND,Common,1137,12,NA,NA,52.1,NA,42.7
211020001,21,14DH1122-31-D-D,LIND,Club,1093,11.6,5.8,NA,58,NA,40.9
211020002,21,14DH1122-48-D-D,LIND,Club,1108,11.1,4.4,NA,55.3,NA,44.5
211020003,21,14DH1127-5-D-D,LIND,Club,1099,12.1,8.1,NA,56.9,NA,40
211020004,21,14X1078-0-8-4-D-D,LIND,Club,1115,11.7,5.8,NA,53.8,NA,46.5
211020005,21,15X1493-1-I-4-D-D,LIND,Club,1146,10.3,6.7,NA,51.2,NA,45.8
211020006,21,15X1493-8-I-5-D-D,LIND,Club,1026,11.1,13.1,NA,56.8,NA,42.3
211020007,21,15X1502-5-I-6-D-D,LIND,Club,1193,11.6,7,NA,56.5,NA,41.9
211020008,21,16DH0011-1-0-D,LIND,Club,1143,11.6,10.5,NA,54.8,NA,44.3
211020009,21,16DH0011-6-0-D,LIND,Club,1149,11.3,12.5,NA,56,NA,43.2
211020010,21,16DH0016-38-0-D,LIND,Club,1285,11.6,5.3,NA,55.4,NA,43.5
211020011,21,16DH0016-44-0-D,LIND,Club,1134,10.9,8.1,NA,54.4,NA,42.1
211020012,21,16DH0016-78-0-D,LIND,Club,1164,11,4.4,NA,54.7,NA,45.6
211020013,21,16DH0040-6-0-D,LIND,Club,1146,10.8,8.4,NA,54.7,NA,43.7
211020014,21,16DH0044-10-0-D,LIND,Club,1134,10.8,8.4,NA,54.2,NA,45.5
211020015,21,16DH0044-17-0-D,LIND,Club,1139,11.9,7.9,NA,54.2,NA,47.5
211020016,21,16DH0044-27-0-D,LIND,Club,1139,11.3,8.4,NA,53.9,NA,47.7
211020017,21,16DH0044-37-0-D,LIND,Club,1137,11.5,7.6,NA,54.6,NA,48
211020018,21,16DH0052-13-0-D,LIND,Club,1211,10.6,8.4,NA,52.9,NA,48.7
211020019,21,16DH0052-8-0-D,LIND,Club,1126,11.5,2.6,NA,54.1,NA,44.2
211020020,21,16X0121-8-1-1-D,LIND,Club,1058,11.6,9,NA,55.6,NA,42.5
211020021,21,16X0124-1-4-1-D,LIND,Club,1041,12.1,7.6,NA,54.6,NA,42.6
211020022,21,16X0128-14-3-1-D,LIND,Club,1132,11.3,8.1,NA,53,NA,44.2
211020023,21,16X0134-13-3-1-D,LIND,Club,1211,11.6,9.3,NA,52.9,NA,46.4
211020024,21,16X0138-1-4-1-D,LIND,Club,1104,11.6,9.3,NA,56.3,NA,43.7
211020025,21,16X0141-4-4-1-D,LIND,Club,1124,12.1,17.4,NA,55.6,NA,44.6
211020026,21,16X0146-1-3-1-D,LIND,Club,1090,11.8,6.7,NA,56.4,NA,41.7
211020027,21,16X0174-10-1-1-D,LIND,Club,1131,11.5,15.4,NA,55.9,NA,44.7
211020028,21,16X0195-2-1-D-D,LIND,Club,1152,10.6,6.4,NA,52.2,NA,46.8
211020029,21,16X0221-1-2-D-D,LIND,Club,1086,11.9,5.5,NA,53.3,NA,43.9
211020030,21,BRUEHL,LIND,Club,1152,11.7,7.3,NA,54.5,NA,41.1
211020031,21,ROSALYN,LIND,Common,1127,10.6,10.5,NA,58.3,NA,41.8
211020032,21,STEPHENS,LIND,Common,1138,11,10.8,NA,54.9,NA,40.4
211020033,21,CASTELLA,LIND,Club,1090,11.3,8.4,NA,52.7,NA,48.6
211020034,21,CRESCENT,LIND,Club,1223,10.7,4.7,NA,54.2,NA,47.1
211020035,21,DEVOTE,LIND,Common,1229,10.8,12.2,NA,54.8,NA,43.4
211020036,21,DUET,LIND,Common,1125,11.3,12.2,NA,56,NA,43
211020037,21,PIRAHNA,LIND,Common,1213,10.7,12.5,NA,54,NA,44.4
211020038,21,COMMAND,LIND,Common,1227,10.9,13.4,NA,53.8,NA,41.5
211020039,21,HULK,LIND,Common,1100,11.8,17.1,NA,55.8,NA,40.6
211020040,21,PRITCHETT,LIND,Club,1233,11,7.3,NA,53.6,NA,44.2
211030001,21,14X1070-0-7-3,PENDLETON,Club,1144,5.2,4.7,NA,52.6,NA,50
211030002,21,15X1494-1-I-1,PENDLETON,Club,1177,5.4,3.8,NA,51.6,NA,48.5
211030003,21,BRUEHL,PENDLETON,Club,1227,6.2,4.7,NA,49.7,NA,45.3
211030004,21,ROSALYN,PENDLETON,Common,1235,5.7,6.4,NA,55.2,NA,47.1
211030005,21,STEPHENS,PENDLETON,Common,1147,5.8,6.4,NA,54.5,NA,45.5
211030006,21,CASTELLA,PENDLETON,Club,1238,5.5,4.4,NA,52.9,NA,51.3
211030007,21,CRESCENT,PENDLETON,Club,1358,5.4,2.6,NA,51.6,NA,50.5
211030008,21,DUET,PENDLETON,Common,1230,5.9,5.8,NA,52.2,NA,46
211030009,21,COMMAND,PENDLETON,Common,1262,5.8,6.1,NA,53.1,NA,45.8
211030010,21,HULK,PENDLETON,Common,1115,5.8,7,NA,54.1,NA,46.5
211030011,21,PRITCHETT,PENDLETON,Club,1212,5.5,3.8,NA,51.6,NA,48.3
211040001,21,12X097-0-0-0-12D,PULLMAN,Club,1078,9.9,4.7,NA,51.3,NA,46.6
211040002,21,12X097-0-0-0-21D,PULLMAN,Club,1172,9.8,4.7,NA,49.3,NA,47.6
211040003,21,12X097-0-0-0-34D,PULLMAN,Club,1211,9.3,4.1,NA,50.1,NA,50
211040004,21,12X097-0-0-0-63D,PULLMAN,Club,1240,10.4,5.5,NA,51.8,NA,49.8
211040005,21,14DH1007-27,PULLMAN,Club,1189,10.2,5.5,NA,49.2,NA,44.6
211040006,21,14DH1011-19,PULLMAN,Club,1022,9.2,5,NA,50.6,NA,45.4
211040007,21,14DH1014-30,PULLMAN,Club,1165,9.8,5,NA,52,NA,47.5
211040008,21,14X1001-0-0-132,PULLMAN,Club,1160,9.5,7.3,NA,49,NA,47.3
211040009,21,14X1007-0-0-100,PULLMAN,Club,1172,9.8,7.3,NA,49,NA,46.7
211040010,21,14X1008-0-0-22,PULLMAN,Club,1175,9.1,8.1,NA,50.9,NA,47.4
211040011,21,14X1008-0-0-61,PULLMAN,Club,1167,9.1,7,NA,49.5,NA,48
211040012,21,14X1008-0-0-78,PULLMAN,Club,1208,9.5,9.9,NA,50.5,NA,50.1
211040013,21,14X1027-0-0-94,PULLMAN,Club,1193,10.2,7.9,NA,51.3,NA,44.3
211040014,21,14X1053-0-0-118,PULLMAN,Club,1185,10.1,6.4,NA,51.9,NA,45.8
211040015,21,14X1053-0-0-149,PULLMAN,Club,1155,10,7.9,NA,51.7,NA,41.7
211040016,21,14X1053-0-0-15,PULLMAN,Club,1165,9.9,6.1,NA,49.7,NA,46
211040017,21,14X1053-0-0-162,PULLMAN,Club,1148,9.7,7.3,NA,50.8,NA,45.4
211040018,21,14X1053-0-0-28,PULLMAN,Club,1131,9.1,6.7,NA,51,NA,47.2
211040019,21,14X1053-0-0-4,PULLMAN,Club,1155,9.5,7.6,NA,49,NA,46.7
211040020,21,14X1053-0-0-59,PULLMAN,Club,1128,9.5,6.1,NA,49,NA,44.2
211040021,21,14X1053-0-0-61,PULLMAN,Club,1119,10.1,5.3,NA,50.1,NA,48.2
211040022,21,14X1053-0-0-63,PULLMAN,Club,1074,10.1,6.4,NA,49.2,NA,43.7
211040023,21,14X1053-0-0-89,PULLMAN,Club,1043,9.8,6.1,NA,49.8,NA,47.6
211040024,21,14X1082-0-0-25,PULLMAN,Club,1082,9.8,6.1,NA,49.5,NA,44.9
211040025,21,14X1098-0-0-4,PULLMAN,Club,1196,9.8,4.4,NA,51.3,NA,43.3
211040026,21,14X1103-0-0-37,PULLMAN,Club,1091,10.3,9,NA,49.6,NA,47.2
211040027,21,14X1103-0-0-63,PULLMAN,Club,1073,10.6,9.3,NA,51.2,NA,45
211040028,21,14X1103-0-0-91,PULLMAN,Club,1119,10.9,9,NA,51.2,NA,45.9
211040029,21,14X1114-0-0-60,PULLMAN,Club,1070,10.1,6.4,NA,51,NA,46.3
211040030,21,14X1114-0-0-64,PULLMAN,Club,1110,9.9,8.7,NA,53.5,NA,45.5
211040031,21,14X1114-0-0-75,PULLMAN,Club,1151,9.4,5.8,NA,52.3,NA,46.8
211040032,21,14X1114-0-0-85,PULLMAN,Club,1023,10.4,9.3,NA,54.3,NA,43.4
211040033,21,SWW13659-B-1-B-3,PULLMAN,Club,1078,9.9,5,NA,49.9,NA,44.9
211040034,21,SWW13659-B-1-B-4,PULLMAN,Club,1151,9.7,5,NA,49.6,NA,44.7
211040035,21,SWW13659-B-1-B-5,PULLMAN,Club,1120,10.2,5,NA,50.7,NA,43.6
211040036,21,BRUEHL,PULLMAN,Club,1231,10,13.7,NA,52.6,NA,43.4
211040037,21,ROSALYN,PULLMAN,Common,1153,9.2,14.2,NA,52.4,NA,46.4
211040038,21,STEPHENS,PULLMAN,Common,1180,9.4,7.3,NA,49.8,NA,47
211040039,21,CASTELLA,PULLMAN,Club,1197,9.2,8.7,NA,49.6,NA,47.5
211040040,21,CRESCENT,PULLMAN,Club,1255,9.4,4.7,NA,54,NA,49.4
211040041,21,DEVOTE,PULLMAN,Common,1210,9,11.6,NA,55.6,NA,46.1
211040042,21,DUET,PULLMAN,Common,1070,8.6,10.2,NA,49.7,NA,46.3
211040043,21,COMMAND,PULLMAN,Common,1220,8.7,9.6,NA,50.7,NA,46.4
211040044,21,HULK,PULLMAN,Common,1184,8.4,9.9,NA,50,NA,46.5
211040045,21,PRITCHETT,PULLMAN,Club,1116,8.9,10.2,NA,55.4,NA,44.6
211050001,21,14X1096-0-6-4,WALLA WALLA,Club,1169,10.4,8.1,NA,51.7,NA,45.3
211050002,21,14X1119-0-1-1,WALLA WALLA,Club,1164,10.9,11.3,NA,54.5,NA,44.8
211050003,21,15X1460-3-C-8,WALLA WALLA,Club,1026,9.9,7.3,NA,52.6,NA,43.8
211050004,21,15X1491-9-I-5,WALLA WALLA,Club,1129,10.6,8.4,NA,53.9,NA,43.3
211050005,21,15X1501-9-I-8,WALLA WALLA,Club,1056,10.8,7.6,NA,50.6,NA,46.1
211050006,21,15X1502-6-I-1,WALLA WALLA,Club,1169,9.6,8.4,NA,53.3,NA,44.1
211050007,21,BRUEHL,WALLA WALLA,Club,1094,10.4,7.6,NA,51.1,NA,45.1
211050008,21,ROSALYN,WALLA WALLA,Common,1159,9,10.2,NA,56.1,NA,44.6
211050009,21,STEPHENS,WALLA WALLA,Common,1079,10.3,10.8,NA,55.3,NA,42.8
211050010,21,CASTELLA,WALLA WALLA,Club,1168,9.9,8.4,NA,51.7,NA,49.7
211050011,21,CRESCENT,WALLA WALLA,Club,1213,10,6.1,NA,52.4,NA,49.5
211050012,21,DEVOTE,WALLA WALLA,Common,1136,10.3,10.5,NA,51.5,NA,45.8
211050013,21,DUET,WALLA WALLA,Common,1125,10,9.9,NA,54.7,NA,46.7
211050014,21,COMMAND,WALLA WALLA,Common,1111,9.8,10.8,NA,52.3,NA,44.8
211050015,21,HULK,WALLA WALLA,Common,1092,10,11.9,NA,55.4,NA,48.2
211050016,21,PRITCHETT,WALLA WALLA,Club,1170,10.5,5.5,NA,52.2,NA,47.1
211060001,21,15X1496-7-C-2-D-D,LIND,Club,1148,10.9,5.8,NA,52.2,NA,44.2
211060002,21,15X1500-2-I-1-D-D,LIND,Club,1121,10.5,6.1,NA,53.4,NA,47.2
211060003,21,16X0131-3-1-1-D,LIND,Club,1047,11.7,9,NA,55.1,NA,41.9
211060004,21,16X0137-2-4-1-D,LIND,Club,1108,12.4,5.5,NA,55.4,NA,40.7
211060005,21,16X0137-5-1-1-D,LIND,Club,1172,10.7,5.5,NA,52.4,NA,44.1
211060006,21,16X0138-7-4-1-D,LIND,Club,1056,12.2,8.1,NA,55.5,NA,41.5
211060007,21,16X0138-9-3-1-D,LIND,Club,1101,11.8,9.6,NA,56,NA,40.7
211060008,21,CRESCENT,LIND,Club,1131,10.8,4.7,NA,51.2,NA,47.5
